id,flightcompany,flightnumber,flighttype,飞机编号,座位数,执飞飞机,日期,始发,计划到达,实际到达,计划起飞,实际起飞,航站楼,登机口,出口,方式,行李转盘,tag,频率,承运方
340,BS                  ,BWJ333              ,GB6                 ,,,,,,,,,,,,,,,1,,
341,BS                  ,BWJ555              ,GB5                 ,,,,,,,,,,,,,,,1,,
342,BS                  ,BWJ567              ,F8X                 ,,,,,,,,,,,,,,,1,,
343,BS                  ,BWJ666              ,BBJ                 ,,,,,,,,,,,,,,,1,,
344,BS                  ,BWJ668              ,F7X                 ,,,,,,,,,,,,,,,1,,
345,BS                  ,BWJ888              ,GB6                 ,,,,,,,,,,,,,,,1,,
346,BS                  ,BWJ928              ,CCJ                 ,,,,,,,,,,,,,,,1,,
347,BS                  ,BWJ968              ,GB5                 ,,,,,,,,,,,,,,,1,,
348,BS                  ,BWJ988              ,G5L                 ,,,,,,,,,,,,,,,1,,
349,BS                  ,BWJ998              ,G5L                 ,,,,,,,,,,,,,,,1,,
350,BS                  ,BWJ999              ,RJ9                 ,,,,,,,,,,,,,,,1,,
351,BS                  ,CA091               ,F2K                 ,,,,,,,,,,,,,,,1,,
352,BS                  ,CFRJZ               ,G15                 ,,,,,,,,,,,,,,,1,,
353,BS                  ,CGGPM               ,G5L                 ,,,,,,,,,,,,,,,1,,
354,BS                  ,CWR301              ,F7X                 ,,,,,,,,,,,,,,,1,,
355,BS                  ,CWR302              ,F7X                 ,,,,,,,,,,,,,,,1,,
356,BS                  ,EAU39S              ,GB6                 ,,,,,,,,,,,,,,,1,,
357,BS                  ,EAU39SA             ,GB6                 ,,,,,,,,,,,,,,,1,,
358,BS                  ,EJM188              ,GB5                 ,,,,,,,,,,,,,,,1,,
359,BS                  ,EJM938              ,GB5                 ,,,,,,,,,,,,,,,1,,
360,BS                  ,EJM963              ,GB5                 ,,,,,,,,,,,,,,,1,,
361,BS                  ,EPB101              ,CCJ                 ,,,,,,,,,,,,,,,1,,
362,BS                  ,EPB102              ,CCJ                 ,,,,,,,,,,,,,,,1,,
363,BS                  ,EPB107              ,CCJ                 ,,,,,,,,,,,,,,,1,,
364,BS                  ,EPB121              ,CCJ                 ,,,,,,,,,,,,,,,1,,
365,BS                  ,EPB125              ,CCJ                 ,,,,,,,,,,,,,,,1,,
366,BS                  ,EPB951              ,CCJ                 ,,,,,,,,,,,,,,,1,,
367,BS                  ,FGCDP               ,F8X                 ,,,,,,,,,,,,,,,1,,
368,BS                  ,FGVMI               ,GB5                 ,,,,,,,,,,,,,,,1,,
369,BS                  ,FHMBY               ,CCX                 ,,,,,,,,,,,,,,,1,,
370,BS                  ,FSJ101              ,CL8                 ,,,,,,,,,,,,,,,1,,
371,BS                  ,FSJ102              ,CL8                 ,,,,,,,,,,,,,,,1,,
372,BS                  ,FSJ201              ,CL8                 ,,,,,,,,,,,,,,,1,,
373,BS                  ,FSJ501              ,CL8                 ,,,,,,,,,,,,,,,1,,
374,BS                  ,FSJ701              ,CL8                 ,,,,,,,,,,,,,,,1,,
375,BS                  ,FSJ702              ,CL8                 ,,,,,,,,,,,,,,,1,,
376,BS                  ,GES251L             ,G5L                 ,,,,,,,,,,,,,,,1,,
377,BS                  ,GSTMT               ,F7X                 ,,,,,,,,,,,,,,,1,,
378,BS                  ,GZP9613             ,F9D                 ,,,,,,,,,,,,,,,1,,
379,BS                  ,GZP9614             ,F9D                 ,,,,,,,,,,,,,,,1,,
380,BS                  ,GZP9617             ,F7X                 ,,,,,,,,,,,,,,,1,,
381,BS                  ,GZP9618             ,F7X                 ,,,,,,,,,,,,,,,1,,
382,BS                  ,HAH201              ,CCJ                 ,,,,,,,,,,,,,,,1,,
383,BS                  ,HAH202              ,CCJ                 ,,,,,,,,,,,,,,,1,,
384,BS                  ,HAH206              ,CCJ                 ,,,,,,,,,,,,,,,1,,
385,BS                  ,HAH209              ,CCJ                 ,,,,,,,,,,,,,,,1,,
386,BS                  ,HAH210              ,CCJ                 ,,,,,,,,,,,,,,,1,,
387,BS                  ,HAH301              ,CCJ                 ,,,,,,,,,,,,,,,1,,
388,BS                  ,HAH302              ,CCJ                 ,,,,,,,,,,,,,,,1,,
389,BS                  ,HAH306              ,CCJ                 ,,,,,,,,,,,,,,,1,,
390,BS                  ,HAH501              ,CCJ                 ,,,,,,,,,,,,,,,1,,
391,BS                  ,HAH604              ,CCJ                 ,,,,,,,,,,,,,,,1,,
392,BS                  ,HAH605              ,CCJ                 ,,,,,,,,,,,,,,,1,,
393,BS                  ,HAH608              ,CCJ                 ,,,,,,,,,,,,,,,1,,
394,BS                  ,HAH802              ,CCJ                 ,,,,,,,,,,,,,,,1,,
395,BS                  ,HAH803              ,CCJ                 ,,,,,,,,,,,,,,,1,,
396,BS                  ,HAH806              ,CCJ                 ,,,,,,,,,,,,,,,1,,
397,BS                  ,HAH807              ,CCJ                 ,,,,,,,,,,,,,,,1,,
398,BS                  ,HAH808              ,CCJ                 ,,,,,,,,,,,,,,,1,,
399,BS                  ,HAH809              ,CCJ                 ,,,,,,,,,,,,,,,1,,
400,BS                  ,HHG101              ,G5L                 ,,,,,,,,,,,,,,,1,,
401,BS                  ,HHG102              ,G5L                 ,,,,,,,,,,,,,,,1,,
402,BS                  ,HHG103              ,G5L                 ,,,,,,,,,,,,,,,1,,
403,BS                  ,HHG181              ,G5L                 ,,,,,,,,,,,,,,,1,,
404,BS                  ,HHG201              ,G5L                 ,,,,,,,,,,,,,,,1,,
405,BS                  ,HHG202              ,G5L                 ,,,,,,,,,,,,,,,1,,
406,BS                  ,HHG251              ,G5L                 ,,,,,,,,,,,,,,,1,,
407,BS                  ,HHG252              ,G5L                 ,,,,,,,,,,,,,,,1,,
408,BS                  ,HHG301              ,G5L                 ,,,,,,,,,,,,,,,1,,
409,BS                  ,HHG302              ,G5L                 ,,,,,,,,,,,,,,,1,,
410,BS                  ,HHG309              ,G5L                 ,,,,,,,,,,,,,,,1,,
411,BS                  ,HHG351              ,G5L                 ,,,,,,,,,,,,,,,1,,
412,BS                  ,HHG352              ,G5L                 ,,,,,,,,,,,,,,,1,,
413,BS                  ,HHG501              ,G5L                 ,,,,,,,,,,,,,,,1,,
414,BS                  ,HHG502              ,G5L                 ,,,,,,,,,,,,,,,1,,
415,BS                  ,HHG521              ,G5L                 ,,,,,,,,,,,,,,,1,,
416,BS                  ,HHG522              ,G5L                 ,,,,,,,,,,,,,,,1,,
417,BS                  ,HHG571              ,G5L                 ,,,,,,,,,,,,,,,1,,
418,BS                  ,HHG572              ,G5L                 ,,,,,,,,,,,,,,,1,,
419,BS                  ,HHG591              ,G5L                 ,,,,,,,,,,,,,,,1,,
420,BS                  ,HHG592              ,G5L                 ,,,,,,,,,,,,,,,1,,
421,BS                  ,HHG601              ,G5L                 ,,,,,,,,,,,,,,,1,,
422,BS                  ,HHG602              ,G5L                 ,,,,,,,,,,,,,,,1,,
423,BS                  ,HHG800              ,G5L                 ,,,,,,,,,,,,,,,1,,
424,BS                  ,HHG801              ,G5L                 ,,,,,,,,,,,,,,,1,,
425,BS                  ,HHG802              ,G5L                 ,,,,,,,,,,,,,,,1,,
426,BS                  ,HHG881              ,G5L                 ,,,,,,,,,,,,,,,1,,
427,BS                  ,HHG882              ,G5L                 ,,,,,,,,,,,,,,,1,,
428,BS                  ,HHG886              ,G5L                 ,,,,,,,,,,,,,,,1,,
429,BS                  ,HL8200              ,G5L                 ,,,,,,,,,,,,,,,1,,
430,BS                  ,HL8290              ,BBJ                 ,,,,,,,,,,,,,,,1,,
431,BS                  ,HL8299              ,G65                 ,,,,,,,,,,,,,,,1,,
432,BS                  ,HSDID               ,ER3                 ,,,,,,,,,,,,,,,1,,
433,BS                  ,HYN1668             ,G45                 ,,,,,,,,,,,,,,,1,,
434,BS                  ,HYN1670             ,G45                 ,,,,,,,,,,,,,,,1,,
435,BS                  ,HYN1672             ,G45                 ,,,,,,,,,,,,,,,1,,
436,BS                  ,HYN1677             ,G45                 ,,,,,,,,,,,,,,,1,,
437,BS                  ,HYN1680             ,G45                 ,,,,,,,,,,,,,,,1,,
438,BS                  ,HYN1681             ,G45                 ,,,,,,,,,,,,,,,1,,
439,BS                  ,HYN1683             ,G45                 ,,,,,,,,,,,,,,,1,,
440,BS                  ,HYN1684             ,G45                 ,,,,,,,,,,,,,,,1,,
441,BS                  ,HYN3352             ,G45                 ,,,,,,,,,,,,,,,1,,
442,BS                  ,HYN3353             ,G45                 ,,,,,,,,,,,,,,,1,,
443,BS                  ,HYR700A             ,GB5                 ,,,,,,,,,,,,,,,1,,
444,BS                  ,IBG001              ,G5L                 ,,,,,,,,,,,,,,,1,,
445,BS                  ,ICU230              ,LRJ                 ,,,,,,,,,,,,,,,1,,
446,BS                  ,ICU231              ,LRJ                 ,,,,,,,,,,,,,,,1,,
447,BS                  ,ICU232              ,LRJ                 ,,,,,,,,,,,,,,,1,,
448,BS                  ,ICU233              ,LRJ                 ,,,,,,,,,,,,,,,1,,
449,BS                  ,ICU632              ,LRJ                 ,,,,,,,,,,,,,,,1,,
450,BS                  ,ICU633              ,LRJ                 ,,,,,,,,,,,,,,,1,,
451,BS                  ,ICU801              ,G2D                 ,,,,,,,,,,,,,,,1,,
452,BS                  ,ICU803              ,G2D                 ,,,,,,,,,,,,,,,1,,
453,BS                  ,ICU817              ,G2D                 ,,,,,,,,,,,,,,,1,,
454,BS                  ,ICU819              ,G2D                 ,,,,,,,,,,,,,,,1,,
455,BS                  ,IJM607              ,CCJ                 ,,,,,,,,,,,,,,,1,,
456,BS                  ,JA680C              ,C68                 ,,,,,,,,,,,,,,,1,,
457,BS                  ,JAS61               ,G65                 ,,,,,,,,,,,,,,,1,,
458,BS                  ,JAS914              ,G5L                 ,,,,,,,,,,,,,,,1,,
459,BS                  ,JBE101              ,ER3                 ,,,,,,,,,,,,,,,1,,
460,BS                  ,JBE101              ,G28                 ,,,,,,,,,,,,,,,1,,
461,BS                  ,JBE101              ,RJ9                 ,,,,,,,,,,,,,,,1,,
462,BS                  ,JBE102              ,ER3                 ,,,,,,,,,,,,,,,1,,
463,BS                  ,JBE103              ,ER3                 ,,,,,,,,,,,,,,,1,,
464,BS                  ,JBE105              ,ER3                 ,,,,,,,,,,,,,,,1,,
465,BS                  ,JBE121              ,G5L                 ,,,,,,,,,,,,,,,1,,
466,BS                  ,JBE131              ,CCJ                 ,,,,,,,,,,,,,,,1,,
467,BS                  ,JBE132              ,CCJ                 ,,,,,,,,,,,,,,,1,,
468,BS                  ,JBE132              ,ER3                 ,,,,,,,,,,,,,,,1,,
469,BS                  ,JBE133              ,CCJ                 ,,,,,,,,,,,,,,,1,,
470,BS                  ,JBE201              ,ER3                 ,,,,,,,,,,,,,,,1,,
471,BS                  ,JBE201              ,G28                 ,,,,,,,,,,,,,,,1,,
472,BS                  ,JBE202              ,ER3                 ,,,,,,,,,,,,,,,1,,
473,BS                  ,JBE203              ,G45                 ,,,,,,,,,,,,,,,1,,
474,BS                  ,JBE205              ,G45                 ,,,,,,,,,,,,,,,1,,
475,BS                  ,JBE206              ,G45                 ,,,,,,,,,,,,,,,1,,
476,BS                  ,JBE207              ,G45                 ,,,,,,,,,,,,,,,1,,
477,BS                  ,JBE208              ,G45                 ,,,,,,,,,,,,,,,1,,
478,BS                  ,JBE261              ,ER3                 ,,,,,,,,,,,,,,,1,,
479,BS                  ,JBE301              ,ER3                 ,,,,,,,,,,,,,,,1,,
480,BS                  ,JBE301              ,G28                 ,,,,,,,,,,,,,,,1,,
481,BS                  ,JBE301              ,G45                 ,,,,,,,,,,,,,,,1,,
482,BS                  ,JBE301              ,G5L                 ,,,,,,,,,,,,,,,1,,
483,BS                  ,JBE302              ,ER3                 ,,,,,,,,,,,,,,,1,,
484,BS                  ,JBE302              ,G28                 ,,,,,,,,,,,,,,,1,,
485,BS                  ,JBE302              ,G45                 ,,,,,,,,,,,,,,,1,,
486,BS                  ,JBE306              ,ER3                 ,,,,,,,,,,,,,,,1,,
487,BS                  ,JBE306              ,G45                 ,,,,,,,,,,,,,,,1,,
488,BS                  ,JBE307              ,ER3                 ,,,,,,,,,,,,,,,1,,
489,BS                  ,JBE311              ,ER3                 ,,,,,,,,,,,,,,,1,,
490,BS                  ,JBE312              ,G28                 ,,,,,,,,,,,,,,,1,,
491,BS                  ,JBE320              ,ER3                 ,,,,,,,,,,,,,,,1,,
492,BS                  ,JBE351              ,G45                 ,,,,,,,,,,,,,,,1,,
493,BS                  ,JBE355              ,G45                 ,,,,,,,,,,,,,,,1,,
494,BS                  ,JBE381              ,G5L                 ,,,,,,,,,,,,,,,1,,
495,BS                  ,JBE501              ,ER3                 ,,,,,,,,,,,,,,,1,,
496,BS                  ,JBE501              ,G45                 ,,,,,,,,,,,,,,,1,,
497,BS                  ,JBE501              ,RJ9                 ,,,,,,,,,,,,,,,1,,
498,BS                  ,JBE502              ,ER3                 ,,,,,,,,,,,,,,,1,,
499,BS                  ,JBE502              ,F7X                 ,,,,,,,,,,,,,,,1,,
500,BS                  ,JBE502              ,G45                 ,,,,,,,,,,,,,,,1,,
501,BS                  ,JBE503              ,ER3                 ,,,,,,,,,,,,,,,1,,
502,BS                  ,JBE503              ,F7X                 ,,,,,,,,,,,,,,,1,,
503,BS                  ,JBE503              ,G45                 ,,,,,,,,,,,,,,,1,,
504,BS                  ,JBE508              ,ER3                 ,,,,,,,,,,,,,,,1,,
505,BS                  ,JBE512              ,F7X                 ,,,,,,,,,,,,,,,1,,
506,BS                  ,JBE513              ,F7X                 ,,,,,,,,,,,,,,,1,,
507,BS                  ,JBE521              ,ER3                 ,,,,,,,,,,,,,,,1,,
508,BS                  ,JBE521              ,G28                 ,,,,,,,,,,,,,,,1,,
509,BS                  ,JBE522              ,ER3                 ,,,,,,,,,,,,,,,1,,
510,BS                  ,JBE522              ,G28                 ,,,,,,,,,,,,,,,1,,
511,BS                  ,JBE523              ,ER3                 ,,,,,,,,,,,,,,,1,,
512,BS                  ,JBE531              ,CCJ                 ,,,,,,,,,,,,,,,1,,
513,BS                  ,JBE531              ,ER3                 ,,,,,,,,,,,,,,,1,,
514,BS                  ,JBE532              ,CCJ                 ,,,,,,,,,,,,,,,1,,
515,BS                  ,JBE532              ,ER3                 ,,,,,,,,,,,,,,,1,,
516,BS                  ,JBE601              ,CCJ                 ,,,,,,,,,,,,,,,1,,
517,BS                  ,JBE601              ,G28                 ,,,,,,,,,,,,,,,1,,
518,BS                  ,JBE601              ,G45                 ,,,,,,,,,,,,,,,1,,
519,BS                  ,JBE602              ,CCJ                 ,,,,,,,,,,,,,,,1,,
520,BS                  ,JBE602              ,G45                 ,,,,,,,,,,,,,,,1,,
521,BS                  ,JBE603              ,G28                 ,,,,,,,,,,,,,,,1,,
522,BS                  ,JBE603              ,G45                 ,,,,,,,,,,,,,,,1,,
523,BS                  ,JBE605              ,G28                 ,,,,,,,,,,,,,,,1,,
524,BS                  ,JBE605              ,G45                 ,,,,,,,,,,,,,,,1,,
525,BS                  ,JBE606              ,G45                 ,,,,,,,,,,,,,,,1,,
526,BS                  ,JBE611              ,G45                 ,,,,,,,,,,,,,,,1,,
527,BS                  ,JBE612              ,G45                 ,,,,,,,,,,,,,,,1,,
528,BS                  ,JBE621              ,G5L                 ,,,,,,,,,,,,,,,1,,
529,BS                  ,JBE622              ,ER3                 ,,,,,,,,,,,,,,,1,,
530,BS                  ,JBE622              ,G5L                 ,,,,,,,,,,,,,,,1,,
531,BS                  ,JBE633              ,CCJ                 ,,,,,,,,,,,,,,,1,,
532,BS                  ,JBE701              ,ER3                 ,,,,,,,,,,,,,,,1,,
533,BS                  ,JBE701              ,G45                 ,,,,,,,,,,,,,,,1,,
534,BS                  ,JBE701              ,RJ9                 ,,,,,,,,,,,,,,,1,,
535,BS                  ,JBE702              ,ER3                 ,,,,,,,,,,,,,,,1,,
536,BS                  ,JBE702              ,G45                 ,,,,,,,,,,,,,,,1,,
537,BS                  ,JBE703              ,RJ9                 ,,,,,,,,,,,,,,,1,,
